Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Ronny Henriquez,MIN,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Simeon Woods Richardson,MIN,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josiah Gray,WSN,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Bradish,BAL,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josh Winder,MIN,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Frank German,BOS,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ethan Roberts,CHC,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Wantz,LAA,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Warren,LAA,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cooper Criswell,TBR,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Evan Lee,WSN,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alex Vesia,LAD,63,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
William Woods,ATL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cam Alldred,PIT,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Garrett Hill,DET,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Penn Murfee,SEA,64,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Mears,PIT,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brady Singer,KCR,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sammy Long,SFG,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Drew Rasmussen,TBR,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cody Morris,CLE,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nash Walters,LAA,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Gavin Hollowell,COL,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
George Kirby,SEA,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nate Fisher,NYM,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Xzavion Curry,CLE,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hunter Gaddis,CLE,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cole Waites,SFG,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Brash,SEA,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Noah Davis,COL,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hunter Brown,HOU,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yennier Cano,- - -,13,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zack Thompson,STL,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Nardi,MIA,13,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Beau Brieske,DET,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andre Pallante,STL,47,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Caleb Kilian,CHC,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Pepiot,LAD,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Holton,ARI,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryne Nelson,ARI,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Drey Jameson,ARI,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tommy Henry,ARI,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bryan Hoeing,MIA,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ethan Small,MIL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Lodolo,CIN,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alek Manoah,TOR,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Reid Detmers,LAA,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cade Cavalli,WSN,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Max Meyer,MIA,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Spencer Strider,ATL,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kohei Arihara,TEX,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hirokazu Sawamura,BOS,49,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jared Koenig,OAK,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Graham Ashcraft,CIN,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hayden Wesneski,CHC,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Ortiz,PIT,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ken Waldichuk,OAK,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Louie Varland,MIN,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bryce Elder,ATL,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chase Silseth,LAA,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tim Locastro,NYY,38,46,2,13,4,8,4.3%,15.2%,.163,.176,.186,.239,.349,.259,.316,67,1.7,-0.1,-1.4,0.0
Pablo Reyes,MIL,6,16,0,1,0,0,6.3%,12.5%,.000,.308,.267,.313,.267,.264,.187,67,0.1,-0.5,0.0,0.0
Alejo Lopez,CIN,61,156,1,15,10,3,5.8%,13.5%,.069,.301,.262,.314,.331,.286,.280,76,-0.3,-4.6,-0.6,0.0
Logan O'Hoppe,LAA,5,16,0,1,2,0,12.5%,18.8%,.000,.364,.286,.375,.286,.307,.287,98,-0.6,-0.7,0.1,0.0
Matthew Batten,SDP,15,22,0,0,1,0,9.1%,27.3%,.053,.154,.105,.227,.158,.193,.262,23,0.0,-2.0,1.2,0.0
Connor Joe,COL,111,467,7,56,28,6,11.8%,20.8%,.121,.296,.238,.338,.359,.314,.311,87,-0.3,-7.4,-8.4,0.0
Gilberto Celestino,MIN,122,347,2,30,24,4,9.2%,22.2%,.064,.310,.238,.313,.302,.280,.270,82,-4.6,-11.7,0.6,0.0
Mickey McDonald,OAK,4,6,0,0,0,0,33.3%,50.0%,.000,.000,.000,.333,.000,.230,.298,50,0.0,-0.3,0.1,0.0
Joe Perez,HOU,1,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.1,0.0
Tyler Anderson,LAD,31,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.1,0.0
David Robertson,- - -,58,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.1,0.0
Jose Alvarado,PHI,59,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.1,0.0
J.P. Feyereisen,TBR,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Luke Weaver,- - -,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Sean Newcomb,- - -,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Mauricio Llovera,SFG,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Kyle Nelson,ARI,43,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Robert Suarez,SDP,45,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,-0.1,0.0
Dillon Thomas,LAA,8,14,0,1,0,0,14.3%,42.9%,.000,.200,.091,.286,.091,.213,.217,31,0.2,-0.9,0.3,0.0
Simon Muzziotti,PHI,9,9,0,0,0,0,0.0%,22.2%,.000,.200,.143,.250,.143,.201,.235,23,-0.1,-0.9,0.4,0.0
Reiver Sanmartin,CIN,45,2,0,0,0,0,0.0%,50.0%,.000,.000,.000,.000,.000,.000,.050,-100,0.0,-0.5,0.3,0.0
Yusniel Diaz,BAL,1,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.0,0.0
Taylor Jones,HOU,1,1,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,.093,-100,0.0,-0.2,0.0,0.0
Alex Jackson,MIL,5,12,0,0,0,0,0.0%,58.3%,.000,.600,.250,.250,.250,.221,.172,38,0.1,-0.8,0.2,0.0
Ka'ai Tom,SFG,1,1,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,.036,-100,0.0,-0.2,0.0,0.0
Jack Larsen,SEA,1,1,0,0,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,0.0,-0.2,0.0,0.0
Jose Herrera,ARI,47,124,0,9,5,0,7.3%,27.4%,.018,.273,.189,.250,.207,.213,.186,31,0.6,-9.4,5.0,0.0
Mike Zunino,TBR,36,123,5,7,16,0,4.9%,37.4%,.157,.185,.148,.195,.304,.219,.252,43,0.0,-7.9,3.7,0.0
Jordan Groshans,MIA,17,65,1,9,2,0,6.2%,20.0%,.049,.319,.262,.308,.311,.278,.263,80,-0.3,-1.8,-0.7,0.0
Ford Proctor,SFG,7,22,1,3,6,0,9.1%,13.6%,.167,.063,.111,.182,.278,.197,.296,24,0.4,-1.6,0.5,0.0
Jason Krizan,SFG,3,10,0,0,0,0,20.0%,30.0%,.000,.200,.125,.300,.125,.226,.251,44,0.2,-0.5,-0.2,0.0
Wynton Bernard,COL,12,42,0,9,3,3,0.0%,19.0%,.024,.353,.286,.286,.310,.262,.226,51,0.5,-1.9,0.1,0.0
Kevin Pillar,LAD,4,13,0,1,0,0,7.7%,30.8%,.083,.125,.083,.154,.167,.150,.272,-8,-0.3,-1.9,1.1,0.0
Luke Raley,TBR,22,72,1,7,4,0,9.7%,33.3%,.082,.297,.197,.306,.279,.271,.286,80,0.1,-1.5,-1.1,0.0
Nate Mondou,OAK,1,3,0,0,0,0,33.3%,33.3%,.000,.000,.000,.333,.000,.230,.232,50,0.0,-0.2,-0.3,0.0
Adam Haseley,CHW,14,25,0,4,2,0,12.0%,28.0%,.000,.357,.238,.333,.238,.270,.266,73,-0.1,-0.9,-0.3,0.0
Drew Jackson,OAK,3,3,0,0,0,0,0.0%,33.3%,.000,.000,.000,.000,.000,.000,.060,-100,0.0,-0.7,0.2,0.0
Austin Allen,OAK,5,16,0,1,0,0,6.3%,56.3%,.000,.200,.071,.188,.071,.143,.153,-11,-0.2,-2.2,1.2,0.0
Erik Gonzalez,MIA,16,41,0,4,3,1,9.8%,29.3%,.027,.280,.189,.268,.216,.227,.263,45,0.3,-2.4,0.5,-0.1
Josh Jung,TEX,26,102,5,9,14,2,3.9%,38.2%,.214,.278,.204,.235,.418,.280,.287,81,-1.8,-4.0,0.2,-0.1
Travis Jankowski,- - -,44,64,0,11,2,3,12.5%,15.6%,.000,.200,.164,.281,.164,.222,.259,45,0.6,-3.5,0.8,-0.1
Canaan Smith-Njigba,PIT,3,7,0,1,0,0,14.3%,0.0%,.200,.200,.200,.429,.400,.381,.401,148,-0.2,0.2,-1.0,-0.1
Patrick Mazeika,NYM,24,72,1,4,6,0,2.8%,12.5%,.103,.207,.191,.214,.294,.222,.218,45,-0.1,-4.7,1.7,-0.1
Bobby Dalbec,BOS,117,353,12,40,39,3,8.2%,33.4%,.155,.293,.215,.283,.369,.287,.296,80,1.7,-6.3,-5.6,-0.1
Tyler Freeman,CLE,24,86,0,9,3,1,4.7%,12.8%,.039,.284,.247,.314,.286,.274,.270,76,0.0,-2.3,-1.0,-0.1
D.J. Stewart,BAL,3,3,0,0,0,0,0.0%,66.7%,.000,.000,.000,.000,.000,.000,.019,-100,0.0,-0.7,0.0,-0.1
Yainer Diaz,HOU,6,9,0,0,1,0,11.1%,22.2%,.125,.167,.125,.222,.250,.217,.290,37,0.0,-0.6,-0.3,-0.1
Chad Pinder,OAK,111,379,12,38,42,2,3.7%,31.1%,.150,.313,.235,.263,.385,.281,.280,86,-0.2,-6.0,-6.8,-0.1
Abraham Almonte,BOS,15,37,1,7,2,1,2.7%,32.4%,.143,.364,.257,.297,.400,.306,.234,93,0.7,0.4,-2.3,-0.1
Jeimer Candelario,DET,124,467,13,49,50,0,6.0%,23.3%,.145,.257,.217,.272,.361,.277,.292,80,-2.7,-13.3,-2.3,-0.1
Mark Contreras,MIN,28,61,3,9,6,1,1.6%,34.4%,.172,.114,.121,.148,.293,.189,.304,18,0.6,-5.1,2.4,-0.1
Travis Blankenhorn,NYM,1,3,0,0,0,0,0.0%,33.3%,.000,.000,.000,.000,.000,.000,.037,-100,0.0,-0.7,-0.1,-0.1
Deven Marrero,NYM,5,6,0,0,0,1,0.0%,50.0%,.000,.000,.000,.000,.000,.000,.092,-100,0.2,-1.2,0.3,-0.1
Matt Vierling,PHI,117,357,6,41,32,7,6.4%,19.6%,.105,.290,.246,.297,.351,.285,.327,81,0.5,-7.5,-5.3,-0.1
Cody Thomas,OAK,10,32,0,1,0,0,6.3%,37.5%,.000,.444,.267,.313,.267,.264,.240,75,0.0,-1.0,-0.8,-0.1
Ender Inciarte,NYM,11,8,0,1,0,0,0.0%,0.0%,.000,.125,.125,.125,.125,.110,.201,-31,0.0,-1.2,0.2,-0.1
Ronnie Dawson,CIN,1,3,0,0,0,0,0.0%,66.7%,.000,.000,.000,.000,.000,.000,.107,-100,0.0,-0.8,-0.1,-0.1
Zack Short,DET,6,13,0,2,2,1,15.4%,38.5%,.000,.000,.000,.154,.000,.106,.232,-41,0.8,-1.3,0.1,-0.1
Jackson Frazier,CHC,19,45,0,4,1,1,15.6%,24.4%,.081,.308,.216,.356,.297,.305,.300,97,0.0,-0.1,-2.2,-0.1
Payton Henry,MIA,15,35,0,2,4,0,14.3%,22.9%,.000,.200,.143,.314,.143,.241,.279,54,0.1,-1.8,-0.2,-0.1
Spencer Steer,CIN,28,108,2,12,8,0,10.2%,24.1%,.116,.269,.211,.306,.326,.287,.281,76,0.0,-3.0,-1.5,-0.1
Donny Sands,PHI,3,4,0,0,0,0,25.0%,25.0%,.000,.000,.000,.250,.000,.172,.275,4,-0.4,-0.9,-0.1,-0.1
Kramer Robertson,STL,2,1,0,0,1,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,.194,-100,0.0,-0.2,-0.6,-0.1
Aramis Garcia,CIN,47,115,1,6,4,0,2.6%,29.6%,.046,.301,.213,.248,.259,.228,.247,36,-2.2,-10.7,6.0,-0.1
Bryce Johnson,SFG,11,19,0,1,2,0,5.3%,36.8%,.000,.182,.111,.158,.111,.129,.182,-23,0.2,-2.5,1.0,-0.1
Tony Wolters,LAD,2,4,0,0,0,0,0.0%,75.0%,.000,.000,.000,.000,.000,.000,.005,-100,0.0,-1.0,0.0,-0.1
Bryan Lavastida,CLE,6,15,0,0,0,0,20.0%,26.7%,.000,.125,.083,.267,.083,.197,.221,22,-0.1,-1.4,0.1,-0.1
Dominic Smith,NYM,58,152,0,11,17,0,7.9%,24.3%,.090,.263,.194,.276,.284,.254,.293,67,1.7,-4.2,-1.9,-0.1
Chad Wallach,LAA,12,40,1,3,4,0,10.0%,22.5%,.114,.160,.143,.231,.257,.224,.332,39,-0.1,-2.9,0.6,-0.1
Matt Duffy,LAA,77,247,2,14,16,0,6.9%,20.2%,.061,.313,.250,.308,.311,.279,.280,78,-1.8,-7.9,-1.0,-0.1
Diego Castillo,PIT,96,283,11,28,29,1,4.9%,26.5%,.176,.239,.206,.251,.382,.272,.292,73,-0.4,-9.2,-1.3,-0.1
Brandon Dixon,SDP,5,14,0,1,1,0,0.0%,35.7%,.071,.333,.214,.214,.286,.216,.234,39,-0.6,-1.6,0.1,-0.1
Manny Pina,ATL,5,17,0,1,2,0,5.9%,5.9%,.000,.143,.143,.235,.143,.187,.298,13,0.0,-1.7,0.1,-0.1
Billy Hamilton,- - -,37,23,0,13,0,10,8.7%,52.2%,.000,.125,.050,.136,.050,.103,.196,-41,3.0,-0.7,-1.1,-0.1
Yairo Munoz,PHI,29,60,3,7,7,1,5.0%,16.7%,.193,.205,.211,.250,.404,.283,.263,80,0.4,-1.1,-2.0,-0.1
Josh Lester,DET,2,5,0,0,0,0,0.0%,60.0%,.000,.000,.000,.000,.000,.000,.189,-100,0.0,-1.2,0.0,-0.1
Brewer Hicklen,KCR,6,4,0,1,0,0,0.0%,100.0%,.000,.000,.000,.000,.000,.000,.000,-100,-0.1,-1.1,-0.1,-0.1
Brett Baty,NYM,11,42,2,4,5,0,4.8%,19.0%,.158,.179,.184,.244,.342,.260,.332,71,-0.8,-2.2,-0.2,-0.1
Jarred Kelenic,SEA,54,181,7,20,17,5,8.8%,33.7%,.172,.167,.141,.221,.313,.238,.269,55,-0.5,-9.6,2.7,-0.1
Tucupita Marcano,PIT,49,177,2,18,13,2,5.6%,24.9%,.100,.270,.206,.256,.306,.249,.213,57,1.0,-7.8,0.7,-0.1
Narciso Crook,CHC,4,9,0,1,2,0,0.0%,33.3%,.125,.333,.250,.222,.375,.238,.254,51,-0.8,-1.3,-0.2,-0.1
Nick Plummer,NYM,14,31,2,4,6,0,3.2%,38.7%,.241,.133,.138,.194,.379,.248,.280,63,0.2,-1.1,-1.1,-0.1
Jerar Encarnacion,MIA,23,81,3,7,14,2,3.7%,39.5%,.156,.256,.182,.210,.338,.236,.231,51,0.4,-4.2,0.3,-0.1
Kevin Smith,OAK,47,151,2,9,13,4,4.6%,27.8%,.122,.237,.180,.216,.302,.226,.236,48,-0.6,-9.5,3.5,-0.1
Brendon Davis,DET,3,11,0,2,0,1,9.1%,27.3%,.000,.286,.200,.273,.200,.223,.311,42,0.2,-0.5,-1.0,-0.1
Matt Thaiss,LAA,29,81,2,9,8,1,13.6%,29.6%,.101,.295,.217,.321,.319,.286,.289,83,0.0,-1.5,-2.3,-0.1
Ezequiel Tovar,COL,9,35,1,2,2,0,5.7%,25.7%,.121,.261,.212,.257,.333,.261,.300,51,0.2,-1.8,-0.6,-0.1
Anthony Alford,PIT,2,4,0,0,0,0,0.0%,50.0%,.000,.500,.250,.250,.250,.221,.035,38,0.0,-0.3,-1.1,-0.1
Cal Stevenson,OAK,23,71,0,5,1,1,11.3%,32.4%,.050,.263,.167,.261,.217,.224,.277,47,-0.1,-4.3,0.8,-0.1
Jake Lamb,- - -,41,111,3,13,6,0,9.9%,34.2%,.175,.321,.216,.315,.392,.314,.314,105,-2.3,-1.6,-3.4,-0.1
Alfonso Rivas,CHC,101,287,3,27,25,6,10.1%,30.3%,.072,.344,.235,.322,.307,.285,.281,82,2.0,-3.9,-7.1,-0.1
Jonah Bride,OAK,58,187,1,17,6,1,10.2%,17.1%,.043,.246,.204,.301,.247,.257,.282,70,-1.5,-7.9,0.6,-0.1
Vimael Machin,OAK,73,253,1,26,13,1,9.9%,18.6%,.067,.270,.220,.300,.287,.268,.301,77,-1.2,-7.7,-1.7,-0.1
Ronald Guzman,NYY,3,6,0,0,0,0,0.0%,83.3%,.000,.000,.000,.000,.000,.000,.007,-100,-0.4,-1.9,0.3,-0.1
Ivan Herrera,STL,11,22,0,0,1,0,9.1%,36.4%,.000,.182,.111,.190,.111,.150,.164,-7,0.0,-2.7,0.6,-0.1
Luis Liberato,SDP,7,5,0,0,0,0,0.0%,60.0%,.000,.000,.000,.000,.000,.000,.006,-100,0.0,-1.2,-0.3,-0.1
Yadiel Hernandez,WSN,94,327,9,30,41,2,5.8%,22.6%,.141,.326,.269,.312,.410,.315,.310,101,-5.2,-4.7,-7.6,-0.1
Mark Payton,CHW,8,25,0,3,1,0,16.0%,16.0%,.000,.176,.143,.280,.143,.216,.236,35,0.4,-1.5,-0.7,-0.1
Michael Stefanic,LAA,25,69,0,5,0,0,7.2%,17.4%,.033,.245,.197,.279,.230,.239,.266,50,0.1,-3.8,0.2,-0.1
Steele Walker,TEX,5,16,1,1,1,0,12.5%,25.0%,.214,.000,.071,.188,.286,.216,.317,35,0.0,-1.2,-0.8,-0.2
Elier Hernandez,TEX,14,35,0,4,3,0,2.9%,42.9%,.061,.316,.182,.200,.242,.193,.183,19,-0.4,-3.6,1.0,-0.2
Wilmer Difo,ARI,3,6,0,0,0,0,0.0%,16.7%,.000,.000,.000,.000,.000,.000,.181,-100,0.0,-1.5,-0.2,-0.2
Miles Mastrobuoni,TBR,8,17,0,1,0,1,5.9%,35.3%,.000,.300,.188,.235,.188,.196,.191,27,0.5,-0.9,-1.2,-0.2
MJ Melendez,KCR,129,534,18,57,62,2,12.4%,24.5%,.176,.258,.217,.313,.393,.310,.332,99,-0.3,-1.1,-17.4,-0.2
Miguel Andujar,- - -,36,140,1,13,17,4,3.6%,19.3%,.076,.280,.235,.257,.311,.247,.281,57,1.5,-5.2,-0.8,-0.2
Andy Ibanez,TEX,40,128,1,13,9,3,7.0%,16.4%,.059,.258,.218,.273,.277,.249,.272,59,1.3,-4.7,-1.0,-0.2
Adam Engel,CHW,119,260,2,32,17,12,4.2%,29.2%,.086,.317,.224,.269,.310,.256,.246,63,2.1,-8.6,-1.2,-0.2
J.J. Matijevic,HOU,32,71,2,7,5,1,2.8%,35.2%,.119,.300,.209,.254,.328,.258,.259,66,0.3,-2.4,-1.4,-0.2
Freddy Fermin,KCR,3,7,0,1,0,0,0.0%,42.9%,.000,.000,.000,.000,.000,.000,.026,-100,-0.2,-1.9,0.1,-0.2
Israel Pineda,WSN,4,14,0,1,0,0,7.1%,50.0%,.000,.167,.077,.143,.077,.112,.131,-37,0.0,-2.2,0.2,-0.2
Caleb Hamilton,MIN,22,23,1,5,1,0,17.4%,60.9%,.167,.000,.056,.227,.222,.219,.223,39,0.1,-1.5,-0.9,-0.2
Carlos Perez,CHW,7,18,0,0,2,0,0.0%,11.1%,.111,.250,.222,.222,.333,.238,.230,51,-0.2,-1.2,-1.0,-0.2
Bradley Zimmer,- - -,109,117,2,18,5,3,4.3%,38.5%,.105,.190,.124,.207,.229,.203,.225,26,1.3,-8.4,3.0,-0.2
Josh Palacios,WSN,29,49,0,8,2,1,2.0%,30.6%,.043,.313,.213,.245,.255,.225,.225,39,1.0,-2.5,-0.8,-0.2
Drew Ellis,- - -,7,17,0,2,1,0,5.9%,41.2%,.063,.333,.188,.235,.250,.219,.205,37,0.2,-1.1,-1.2,-0.2
Bo Naylor,CLE,5,8,0,0,0,0,0.0%,62.5%,.000,.000,.000,.000,.000,.000,.082,-100,0.0,-2.0,-0.1,-0.2
Yermin Mercedes,SFG,31,83,1,9,8,0,10.8%,20.5%,.110,.291,.233,.325,.342,.301,.329,95,0.0,-0.5,-4.1,-0.2
Akil Baddoo,DET,73,225,2,30,9,9,10.7%,28.4%,.065,.289,.204,.289,.269,.256,.253,65,2.2,-6.6,-2.4,-0.2
Franchy Cordero,BOS,84,275,8,36,29,4,10.2%,33.5%,.178,.313,.219,.300,.397,.304,.313,92,2.6,0.2,-10.7,-0.2
Aaron Whitefield,LAA,5,11,0,0,0,0,0.0%,45.5%,.000,.000,.000,.000,.000,.000,.189,-100,-0.1,-2.8,0.6,-0.2
Jonathan Aranda,TBR,32,87,2,10,6,0,9.2%,26.4%,.128,.245,.192,.276,.321,.264,.279,74,0.7,-1.8,-2.8,-0.2
Mike Ford,- - -,50,149,3,9,10,0,11.4%,26.8%,.107,.273,.206,.302,.313,.280,.278,81,-0.5,-3.7,-2.9,-0.2
Gabriel Arias,CLE,16,57,1,9,5,1,14.0%,28.1%,.128,.267,.191,.321,.319,.294,.290,90,0.0,-0.6,-3.1,-0.2
Travis Swaggerty,PIT,5,9,0,0,0,0,0.0%,44.4%,.000,.200,.111,.111,.111,.098,.056,-46,0.0,-1.5,-0.7,-0.2
Christian Lopes,OAK,4,10,0,0,0,0,10.0%,50.0%,.000,.000,.000,.100,.000,.069,.222,-63,0.1,-1.7,-0.5,-0.2
Kody Clemens,DET,57,127,5,13,17,1,6.3%,26.0%,.162,.148,.145,.197,.308,.220,.249,40,1.1,-7.5,1.5,-0.2
Jose Godoy,- - -,10,22,0,3,1,0,9.1%,40.9%,.000,.091,.050,.136,.050,.103,.158,-42,0.2,-3.4,0.8,-0.2
